детском/ADJ,фантастическом/ADJ,фильме/NOUN
предвоенной/ADJ,средней/ADJ,школы/NOUN
новые/ADJ,общественные/ADJ,отношения/NOUN
земной/ADJ,вечной/ADJ,мерзлоты/NOUN
других/ADJ,общественных/ADJ,групп/NOUN
самой/ADJ,марксистской/ADJ,доктрины/NOUN
теоретической/ADJ,социалистической/ADJ,мысли/NOUN
центральных/ADJ,идеологических/ADJ,учреждений/NOUN
уникального/ADJ,политического/ADJ,опыта/NOUN
Центральной/ADJ,избирательной/ADJ,комиссии/NOUN
несомненный/ADJ,позитивный/ADJ,опыт/NOUN
сегодняшняя/ADJ,духовная/ADJ,жизнь/NOUN
предшествующих/ADJ,общественно-экономических/ADJ,формаций/NOUN
всяческих/ADJ,бюрократических/ADJ,рогаток/NOUN
важнейшие/ADJ,хозяйственные/ADJ,задачи/NOUN
радикальной/ADJ,экономической/ADJ,реформы/NOUN
Великая/ADJ,марсианская/ADJ,сушь/NOUN
гитлеровскую/ADJ,военную/ADJ,машину/NOUN
радикальную/ADJ,экономическую/ADJ,реформу/NOUN
известного/ADJ,дореволюционного/ADJ,ученого/NOUN
сегодняшние/ADJ,научные/ADJ,работы/NOUN
престижных/ADJ,многотомных/ADJ,работ/NOUN
сложной/ADJ,химической/ADJ,структурой/NOUN
крупнейших/ADJ,современных/ADJ,историков/NOUN
сами/ADJ,нынешние/ADJ,формы/NOUN
самостоятельные/ADJ,творческие/ADJ,группы/NOUN
слабого/ADJ,гравитационного/ADJ,поля/NOUN
ключевые/ADJ,административные/ADJ,позиции/NOUN
высокой/ADJ,ученой/ADJ,степени/NOUN
целых/ADJ,научных/ADJ,коллективов/NOUN
капиталистической/ADJ,экономической/ADJ,основе/NOUN
современные/ADJ,производительные/ADJ,силы/NOUN
неотъемлемой/ADJ,составной/ADJ,частью/NOUN
Прогрессивное/ADJ,историческое/ADJ,развитие/NOUN
современной/ADJ,технической/ADJ,цивилизации/NOUN
других/ADJ,капиталистических/ADJ,держав/NOUN
другие/ADJ,общечеловеческие/ADJ,проблемы/NOUN
противоположных/ADJ,политических/ADJ,ценностей/NOUN
противоположным/ADJ,социальным/ADJ,системам/NOUN
активных/ADJ,близлежащих/ADJ,вулканов/NOUN
подземные/ADJ,водные/ADJ,ресурсы/NOUN
познаньский/ADJ,католический/ADJ,епископ/NOUN
польский/ADJ,католический/ADJ,историк/NOUN
русской/ADJ,церковной/ADJ,истории/NOUN
восточноправославные/ADJ,богослужебные/ADJ,обряды/NOUN
Священной/ADJ,Римской/ADJ,империи/NOUN
Вселенский/ADJ,Восточный/ADJ,патриарх/NOUN
разных/ADJ,космических/ADJ,телах/NOUN
Восточная/ADJ,православная/ADJ,церковь/NOUN
вышеизложенные/ADJ,исторические/ADJ,факты/NOUN
Святой/ADJ,равноапостольный/ADJ,князь/NOUN
других/ADJ,русских/ADJ,князей/NOUN
новой/ADJ,княжеской/ADJ,столицы/NOUN
первым/ADJ,Московским/ADJ,митрополитом/NOUN
красивые/ADJ,денежные/ADJ,знаки/NOUN
древнейших/ADJ,человеческих/ADJ,инстинктов/NOUN
скобяные/ADJ,москательные/ADJ,лавки/NOUN
мамины/ADJ,вечерние/ADJ,выходы/NOUN
грозными/ADJ,ночными/ADJ,волнами/NOUN
старой/ADJ,консервной/ADJ,банки/NOUN
последние/ADJ,погодные/ADJ,аномалии/NOUN
маленьким/ADJ,сердечным/ADJ,припадком/NOUN
первую/ADJ,мировую/ADJ,войну/NOUN
серую/ADJ,шинельную/ADJ,спину/NOUN
действительную/ADJ,военную/ADJ,службу/NOUN
старинная/ADJ,мамина/ADJ,приятельница/NOUN
огромные/ADJ,гулкие/ADJ,бочки/NOUN
жалкого/ADJ,старого/ADJ,еврея/NOUN
очередного/ADJ,ледникового/ADJ,периода/NOUN
чудесная/ADJ,акуловская/ADJ,дача/NOUN
дремучим/ADJ,еловым/ADJ,бором/NOUN
тусклыми/ADJ,ослизлыми/ADJ,стенами/NOUN
чей-то/ADJ,высокий/ADJ,вскрик/NOUN
внутренний/ADJ,тюремный/ADJ,коридор/NOUN
худых/ADJ,омерзительных/ADJ,тел/NOUN
краткой/ADJ,совместной/ADJ,жизни/NOUN
единственный/ADJ,выходной/ADJ,пиджак/NOUN
московского/ADJ,июньского/ADJ,лета/NOUN
многочисленные/ADJ,геологические/ADJ,данные/NOUN
скромные/ADJ,луговые/ADJ,цветы/NOUN
мясистые/ADJ,петушиные/ADJ,гребни/NOUN
первых/ADJ,ледниковых/ADJ,покровов/NOUN
узкими/ADJ,припухлыми/ADJ,щелями/NOUN
продолговатыми/ADJ,вертикальными/ADJ,дырками/NOUN
собственным/ADJ,детским/ADJ,лицом/NOUN
красивых/ADJ,мягких/ADJ,туфлях/NOUN
толстой/ADJ,каучуковой/ADJ,подошве/NOUN
Сдержанные/ADJ,свободные/ADJ,жесты/NOUN
зелеными/ADJ,целлулоидными/ADJ,козырьками/NOUN
незримый/ADJ,стеклянный/ADJ,купол/NOUN
цельные/ADJ,бычьи/ADJ,туши/NOUN
пунцового/ADJ,медвежьего/ADJ,мяса/NOUN
жарким/ADJ,иркутским/ADJ,солнцем/NOUN
грозная/ADJ,торжественная/ADJ,музыка/NOUN
горячих/ADJ,резиновых/ADJ,рукоятках/NOUN
худых/ADJ,кривоватых/ADJ,ног/NOUN
Всемирной/ADJ,метеорологической/ADJ,службы/NOUN
добрые/ADJ,полные/ADJ,щеки/NOUN
большие/ADJ,серые/ADJ,глаза/NOUN
теплые/ADJ,длинные/ADJ,пальцы/NOUN
заиндевелых/ADJ,бурых/ADJ,лопухах/NOUN
удивительная/ADJ,зеленая/ADJ,птица/NOUN
нездоровой/ADJ,детской/ADJ,фантазии/NOUN
первом/ADJ,смутном/ADJ,обличье/NOUN
большой/ADJ,зеленой/ADJ,птице/NOUN
разные/ADJ,луговые/ADJ,птицы/NOUN
большими/ADJ,зелеными/ADJ,птицами/NOUN
красивые/ADJ,пугливые/ADJ,сойки/NOUN
одноликих/ADJ,молодых/ADJ,бойцов/NOUN
летних/ADJ,пионерских/ADJ,лагерях/NOUN
последующего/ADJ,резкого/ADJ,похолодания/NOUN
рыжей/ADJ,муравьиной/ADJ,кучей/NOUN
другим/ADJ,пернатым/ADJ,старожилам/NOUN
зеленая/ADJ,неживая/ADJ,трава/NOUN
целой/ADJ,грибной/ADJ,семейки/NOUN
крупным/ADJ,темноголовым/ADJ,боровиком/NOUN
темными/ADJ,цыганскими/ADJ,глазами/NOUN
отличных/ADJ,белых/ADJ,грибов/NOUN
ближайших/ADJ,космических/ADJ,соседей/NOUN
глупым/ADJ,неуклюжим/ADJ,малолетком/NOUN
круглого/ADJ,Муриного/ADJ,лица/NOUN
ровной/ADJ,голубой/ADJ,струйкой/NOUN
великолепный/ADJ,смешанный/ADJ,лес/NOUN
старой/ADJ,плакучей/ADJ,березе/NOUN
крупный/ADJ,зеленый/ADJ,дятел/NOUN
лезвистой/ADJ,осоковатой/ADJ,траве/NOUN
аккуратных/ADJ,круглых/ADJ,шляпок/NOUN
счастливого/ADJ,грибного/ADJ,промысла/NOUN
новых/ADJ,космических/ADJ,образований/NOUN
толстой/ADJ,черепаховой/ADJ,оправе/NOUN
большими/ADJ,коричневыми/ADJ,глазами/NOUN
круглых/ADJ,плоских/ADJ,стекол/NOUN
сухими/ADJ,темными/ADJ,коробочками/NOUN
сегодняшними/ADJ,климатическими/ADJ,нормами/NOUN
сплошной/ADJ,вечной/ADJ,мерзлоты/NOUN
ближайшую/ADJ,теплую/ADJ,эпоху/NOUN
старший/ADJ,научный/ADJ,сотрудник/NOUN
земной/ADJ,климатической/ADJ,системы/NOUN
средней/ADJ,глобальной/ADJ,температуры/NOUN
средней/ADJ,глобальной/ADJ,температуры/NOUN
Всемирной/ADJ,климатической/ADJ,программы/NOUN
Современные/ADJ,климатические/ADJ,модели/NOUN
нового/ADJ,ледникового/ADJ,периода/NOUN
российская/ADJ,президентская/ADJ,чета/NOUN
специальным/ADJ,тюремным/ADJ,сотрудником/NOUN
соседней/ADJ,маленькой/ADJ,комнатке/NOUN
Американский/ADJ,Аукционный/ADJ,дом/NOUN
Последний/ADJ,известный/ADJ,владелец/NOUN
знаменитого/ADJ,скакового/ADJ,мула/NOUN
всевозможные/ADJ,сценические/ADJ,ухищрения/NOUN
Третий/ADJ,международный/ADJ,салон/NOUN
знаменитый/ADJ,Золотой/ADJ,клуб/NOUN
